,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/hdd/0/temperature/0,/hdd/0/load/0
09/08/2015 16:15:49,14.6153812,9.230768,14.6153812,24.6153831,15.7692318,48,47,50,55,55,3691.64136,3691.64136,3691.64136,3691.64136,27.26685,17.888586,0.000482523319,2.49428368,99.77409,13.7808456,2.19259262,13.71785,39,44.5665932
09/08/2015 16:15:50,15.3846149,13.8461533,7.69230747,27.6923065,16.1538486,48,48,50,54,54,3691.642,3691.642,3791.41626,3691.642,28.3554821,18.9000759,0.0005428387,2.494163,99.77411,13.7997589,2.19560242,13.71484,39,44.5665932
09/08/2015 16:15:52,10.0000019,20.7692261,23.0769215,6.153846,14.9999981,53,55,55,47,55,3691.641,3691.641,3791.41528,3691.641,28.05481,18.6078472,0.000482523319,2.49717879,99.774086,13.8141632,2.197895,13.7125473,39,44.5665932
09/08/2015 16:15:53,10.76923,20.7692261,7.69230747,18.4615364,14.4230785,48,58,55,44,58,3691.59961,3691.59961,3691.59961,3691.59961,27.7557659,18.3338947,0.0005428387,2.483849,99.7729645,13.8848038,2.20913315,13.7013092,39,44.5665932
09/08/2015 16:15:54,21.53846,17.6923027,10.0000019,29.2307682,19.6153812,49,55,52,47,55,3791.45947,3891.23486,3891.23486,3691.68433,30.818222,21.36571,0.000482523319,2.51473045,99.77525,13.9885635,2.22564316,13.6847992,39,44.5665932
09/08/2015 16:15:55,13.0769253,19.9999981,8.4615345,33.8461533,18.84616,54,50,50,45,54,3891.19019,3691.64185,3691.64185,3691.64185,31.0574932,21.594305,0.0005428387,2.59217548,99.7741,13.9283676,2.21606445,13.6943779,39,44.5665932
09/08/2015 16:15:56,21.53846,23.0769215,12.3076916,8.4615345,16.3461571,49,48,51,53,53,3691.64233,3691.64233,3691.64233,3691.64233,27.6858616,18.3293114,0.000482523319,2.492052,99.77412,13.85099,2.20375443,13.7066879,39,44.5665932
09/08/2015 16:15:57,23.84615,13.8461533,11.5384579,14.6153812,15.96154,53,55,52,48,55,3691.64087,3691.64087,3691.64087,3691.64087,27.89021,18.4927654,0.0006031541,2.52974916,99.77408,13.97287,2.22314453,13.6872978,39,44.5665932
09/08/2015 16:15:58,10.76923,23.0769215,8.4615345,6.92307949,12.3076916,48,57,54,45,57,3691.64185,3691.64185,3791.41577,3691.64185,26.32213,16.7795677,0.000723784964,2.47956657,99.7741,13.9303284,2.21637726,13.6940651,39,44.5665932
09/08/2015 16:15:59,9.230768,26.1538448,7.69230747,19.23077,15.5769234,49,47,51,53,53,3691.642,3691.642,3791.416,3791.416,28.1135578,18.5117054,0.0008444158,2.48849344,99.77411,13.9873657,2.22545242,13.68499,39,44.5665932
09/08/2015 16:16:00,14.6153812,24.6153831,13.0769253,16.9230766,17.3076935,50,55,52,54,55,3691.6416,3691.6416,3691.6416,3691.6416,29.77579,20.4873962,0.000723784964,2.50719118,99.7741,13.9086609,2.21292877,13.6975136,39,44.5700378
09/08/2015 16:16:01,17.6923027,18.4615364,10.76923,16.1538486,15.7692251,48,48,50,43,50,798.1924,798.1924,798.1924,798.1924,23.9858112,15.7271843,0.0004222079,2.43463159,99.77405,14.003479,2.228016,13.6824265,39,44.5700378
09/08/2015 16:16:02,10.7812519,21.53846,11.5384579,12.3076916,14.0414658,51,56,57,46,57,3691.64429,3791.41846,3691.64429,3691.64429,21.5718079,13.6863518,0.000482523319,2.34379673,99.77417,13.7970047,2.19516373,13.7152786,39,44.5700378
09/08/2015 16:16:03,8.4615345,25.3846169,6.92307949,10.0000019,12.6923027,48,55,52,46,55,3691.64136,3691.64136,3691.64136,3392.319,24.2689934,15.4716883,0.0009047312,2.53035235,99.77409,13.9749985,2.223484,13.6869583,39,44.5700378
09/08/2015 16:16:04,8.4615345,30.0000019,16.9230766,16.9230766,18.07692,50,49,51,48,52,3492.094,3791.41626,3691.642,3392.31982,29.335186,20.1567478,0.000723784964,2.54476762,99.77412,13.7749176,2.19165039,13.718792,39,44.5700378
09/08/2015 16:16:05,29.2307682,23.84615,15.3846149,18.4615364,21.7307682,52,51,55,46,55,3691.64136,3691.64136,3791.41553,3691.64136,31.5093155,22.3460159,0.0005428387,2.5585196,99.77409,14.206749,2.260357,13.6500854,39,44.5700378
09/08/2015 16:16:06,16.1538486,19.9999981,14.6153812,15.3846149,16.5384655,49,50,50,55,55,3691.642,3691.642,3691.642,3691.642,29.1802349,19.6569748,0.0005428387,2.50152159,99.77412,13.8880539,2.209652,13.70079,39,44.5700378
09/08/2015 16:16:07,13.8461533,22.3076935,9.230768,18.4615364,15.9615335,50,56,56,55,56,3691.64185,3691.64185,3791.41577,3691.64185,27.195013,18.1771355,0.000361892482,2.51587653,99.7741,14.0436478,2.23440552,13.6760368,39,44.5700378
09/08/2015 16:16:08,19.23077,29.2307682,9.230768,10.76923,17.1153851,50,58,56,53,58,3691.64087,3691.64087,3691.64087,3691.64087,29.6263885,20.4224968,0.0005428387,2.542174,99.77408,13.93306,2.21681213,13.69363,39,44.5700378
09/08/2015 16:16:09,13.8228416,21.53846,12.3076916,25.3846169,18.2634,52,52,53,54,54,3691.642,3691.642,3591.868,3791.41626,25.4018364,17.2559376,0.000482523319,2.37075758,99.77411,14.1374054,2.2493248,13.6611176,39,44.5700378
09/08/2015 16:16:10,28.46154,25.3846169,9.230768,14.6153812,19.42308,54,53,51,46,54,3791.41626,3791.41626,3691.642,3791.41626,26.4553661,17.9852123,0.0006031541,2.48740768,99.77412,13.9242859,2.215416,13.6950264,39,44.5700378
09/08/2015 16:16:11,20.7692261,29.2307682,16.1538486,23.0769215,22.3076935,50,51,53,54,54,3691.6416,3791.41553,3691.6416,3691.6416,28.4838333,19.9522781,0.0005428387,2.52034,99.77409,14.2103958,2.26093674,13.6495056,39,44.5700378
09/08/2015 16:16:12,8.4615345,11.5384579,10.0000019,34.615387,16.1538429,52,55,54,53,55,3691.64136,3691.64136,3691.64136,3691.64136,25.1211281,16.8242016,0.000482523319,2.42021632,99.77409,14.0909195,2.241928,13.6685143,39,44.5700378
09/08/2015 16:16:13,6.92307949,17.6923027,10.0000019,19.9999981,13.6538448,49,49,55,46,55,3791.41528,3691.641,3791.41528,3691.641,24.2974014,15.6686172,0.000663469546,2.4600246,99.774086,14.1773071,2.25567245,13.65477,39,44.5700378
09/08/2015 16:16:14,31.5384636,9.230768,22.3076935,16.1538486,19.80769,53,51,51,48,53,3691.643,3392.3208,3691.643,3691.643,28.8784771,20.0429935,0.000663469546,2.57130647,99.77414,14.0273666,2.23181534,13.678627,39,44.5700378
09/08/2015 16:16:15,21.53846,13.0769253,24.6153831,15.3846149,18.6538467,51,50,57,48,57,3691.64136,3691.64136,3691.64136,3691.64136,29.7294083,20.87824,0.0007841004,2.57305551,99.77409,14.2154541,2.26174164,13.6487007,39,44.5700378
09/08/2015 16:16:16,13.0769253,27.6923065,12.3076916,20.7692261,18.461544,48,49,51,54,54,3691.64282,3691.64282,3691.64282,3691.64282,27.8704262,19.1260185,0.000361892482,2.58011246,99.77413,14.0840607,2.240837,13.6696053,39,44.5700378
09/08/2015 16:16:17,9.230768,9.230768,11.5384579,26.9230785,14.23077,50,56,56,52,56,3691.64038,3791.41455,3691.64038,3691.64038,20.080328,12.4197884,0.000482523319,2.22135639,99.77407,14.22567,2.2633667,13.6470757,39,44.5700378
09/08/2015 16:16:18,18.4615364,6.153846,10.76923,17.6923027,13.269228,51,49,55,47,55,3691.642,3691.642,3691.642,3691.642,25.78876,16.3531971,0.0006031541,2.504477,99.77411,14.0966263,2.242836,13.6676064,39,44.5700378
09/08/2015 16:16:19,10.0000019,15.3846149,27.6923065,9.230768,15.5769234,49,49,50,55,55,3691.6416,3691.6416,3691.6416,3691.6416,28.1407,18.5211143,0.0006031541,2.48951864,99.7741,14.1864166,2.257122,13.65332,39,44.5700378
09/08/2015 16:16:20,9.230768,22.3076935,9.230768,8.4615345,12.3076973,49,55,53,44,55,3691.64282,3691.64282,3691.64282,3691.64282,18.847723,11.3265114,0.0008444158,2.2296195,99.7741241,14.0270233,2.231762,13.67868,39,44.5700378
09/08/2015 16:16:21,14.6153812,24.6153831,9.230768,17.6923027,16.53846,54,52,51,48,54,3691.64087,3691.64087,3691.64087,3691.64087,28.1514359,18.829628,0.000723784964,2.54030418,99.77408,14.2855835,2.27289963,13.6375427,39,44.5700378
09/08/2015 16:16:22,13.8461533,16.9230766,7.69230747,24.6037254,15.7663164,54,54,56,52,56,3691.64136,3691.64136,3691.64136,3691.64136,28.6153221,19.05382,0.0006031541,2.52009869,99.77409,14.19558,2.25857925,13.6518631,39,44.5700378
09/08/2015 16:16:23,8.4615345,15.3846149,6.153846,21.53846,12.8846169,49,51,58,47,58,3691.64258,3691.64258,3691.64258,3691.64258,26.3466167,16.814249,0.0005428387,2.511172,99.7741241,14.2099915,2.260872,13.64957,39,44.5700378
09/08/2015 16:16:24,8.4615345,31.5384636,14.6153812,6.92307949,15.3846149,49,50,55,47,55,3691.609,3791.38232,3891.15552,3691.609,25.2287922,16.20627,0.0007841004,2.41641641,99.77322,14.0616989,2.237278,13.6731644,39,44.5700378
09/08/2015 16:16:25,15.3846149,21.53846,18.4615364,5.384612,15.1923065,54,51,55,46,55,3691.675,3691.675,3791.45,3791.45,26.3791275,17.47229,0.000723784964,2.55140233,99.775,14.1891022,2.25754929,13.6528931,39,44.5700378
09/08/2015 16:16:26,23.0769215,12.3076916,11.5384579,16.1538486,15.7692251,51,54,54,47,54,3392.3186,798.192566,798.192566,798.192566,25.500452,16.794466,0.000723784964,2.46346235,99.77407,14.057312,2.23658,13.6738625,39,44.5700378
09/08/2015 16:16:27,7.69230747,6.153846,12.3076916,2.30768919,7.115388,49,48,51,50,53,3691.64185,3691.64185,3392.31958,3392.31958,10.2901716,3.94486928,0.000482523319,1.94360387,99.7741,14.0684357,2.23835,13.6720924,39,44.5700378
09/08/2015 16:16:28,6.153846,19.9999981,6.92307949,8.4615345,10.3846188,49,49,50,46,50,1496.611,2294.80347,2294.80347,2294.80347,15.6239243,7.840702,0.0004222079,2.15114927,99.77407,14.0417023,2.23409653,13.6763458,39,44.5700378
09/08/2015 16:16:29,13.8461533,13.0769253,4.615384,8.4615345,10.0000019,48,48,49,44,50,798.192566,798.192566,798.192566,798.192566,17.4200573,9.68876648,0.00259356271,2.240235,99.77407,14.1862946,2.257103,13.6533394,39,44.5700378
09/08/2015 16:16:30,6.153846,19.23077,2.30768919,5.384612,8.269233,48,48,48,43,50,3392.32178,3691.64429,3791.41846,3691.64429,13.0754166,5.90337133,0.000361892482,2.07714224,99.77417,14.0416718,2.23409271,13.67635,39,44.5789757
09/08/2015 16:16:31,9.230768,20.7692261,5.384612,10.0000019,11.3461494,48,48,49,44,50,997.7404,2993.22119,2993.22119,2993.22119,16.9912148,9.131331,0.00120630825,2.18619251,99.77404,14.24015,2.26567078,13.6447716,39,44.5789757
09/08/2015 16:16:32,4.615384,12.3076916,3.8461566,20.7575741,10.3816986,48,54,49,50,54,3791.419,3691.64478,3691.64478,3691.64478,13.922245,6.66225958,0.000361892482,2.06930113,99.7741852,14.1384659,2.24949265,13.66095,39,44.5789757
09/08/2015 16:16:33,13.0769253,14.6153812,13.0769253,23.0769215,15.9615335,52,50,50,44,52,3691.64136,3392.319,3691.64136,3691.64136,25.5643864,16.5624924,0.0005428387,2.55164361,99.774086,14.2320023,2.26437378,13.6460686,39,44.5789757
09/08/2015 16:16:34,23.84615,12.3076916,21.53846,17.6923027,18.8461475,49,49,53,48,53,798.1931,798.1931,798.1931,798.1931,28.8205738,19.9776115,0.0006031541,2.47673178,99.77414,14.10495,2.2441597,13.6662827,39,44.5789757
09/08/2015 16:16:35,13.8461533,16.1538486,5.384612,13.0769253,12.1153831,49,47,50,44,50,798.1917,798.1917,798.1917,798.1917,19.3307285,11.7864761,0.0006031541,2.230464,99.7739639,14.2490158,2.26708221,13.64336,39,44.5789757
09/08/2015 16:16:36,8.4615345,10.76923,16.1538486,12.3076916,11.9230747,50,56,54,47,56,3691.646,3691.646,3691.646,3691.646,14.2326889,7.180309,0.0009047312,2.0789516,99.7742157,14.2301941,2.26408768,13.6463547,39,44.5789757
09/08/2015 16:16:37,8.4615345,20.7692261,4.615384,4.615384,9.615379,49,47,47,44,50,798.1921,798.1921,798.1921,2095.25415,17.1544285,9.487736,0.0005428387,2.21110272,99.77401,14.2615128,2.26906967,13.6413727,39,44.5789757
09/08/2015 16:16:38,9.230768,2.30768919,9.230768,12.3076916,8.269226,48,47,48,43,50,798.1927,2095.25586,2095.25586,2095.25586,11.1827192,4.66967964,0.000361892482,1.9697808,99.774086,14.0678329,2.23825455,13.6721878,39,44.5789757
09/08/2015 16:16:39,11.5384579,21.53846,8.4615345,13.0769253,13.6538448,50,49,49,45,50,3392.322,3392.322,798.1934,798.1934,19.7406921,11.6026955,0.000663469546,2.29270959,99.77418,14.3542938,2.28383255,13.62661,39,44.5789757
09/08/2015 16:16:40,13.0769253,27.6923065,13.0769253,20.7692261,18.6538525,49,56,52,45,56,3791.41675,3691.64258,3691.64258,3691.64258,28.1589756,19.7161446,0.0005428387,2.45622468,99.7741241,14.3442078,2.28222656,13.6282158,39,44.5789757
09/08/2015 16:16:41,10.76923,13.0769253,19.9883461,5.384612,12.3047771,49,49,53,46,53,3691.64282,3392.32031,3891.191,3691.64282,16.9852428,9.498411,0.000482523319,2.173285,99.7741241,14.3801422,2.28794479,13.6224976,39,44.5789757
09/08/2015 16:16:42,4.615384,8.4615345,6.92307949,10.0000019,7.499999,48,46,49,44,50,2095.25513,2095.25513,2095.25513,2095.25513,9.189054,2.94960475,0.0004222079,1.94420707,99.7740555,14.1247787,2.24731445,13.6631279,39,44.5789757
09/08/2015 16:16:43,10.76923,16.1538486,6.92307949,10.79365,11.1599445,48,54,50,42,54,3392.3208,3691.64331,3691.64331,3691.64331,13.7881041,6.68674755,0.0006031541,2.07696128,99.77414,14.3411407,2.28173828,13.6287041,39,44.5789757
09/08/2015 16:16:44,10.0000019,24.6153831,11.5384579,19.23077,16.3461571,48,49,50,56,56,3691.642,3691.642,3691.642,3691.642,26.0645828,17.15298,0.000482523319,2.53131723,99.77411,14.3749924,2.28712463,13.6233177,39,44.5789757
09/08/2015 16:16:45,10.0000019,13.8461533,5.384612,33.8461533,15.7692318,56,52,51,46,56,3691.64185,3791.416,3691.64185,3691.64185,26.32038,17.35383,0.000723784964,2.53192043,99.7741,14.403862,2.29171753,13.6187248,39,44.5789757
09/08/2015 16:16:46,7.69230747,11.5384579,10.0000019,4.615384,8.4615345,48,48,51,48,51,3492.09277,3691.641,3791.415,3691.641,12.2990971,5.537196,0.000361892482,2.0068748,99.77408,14.3029938,2.275669,13.6347733,39,44.5789757
09/08/2015 16:16:47,9.230768,16.1538486,8.4615345,2.30768919,9.038466,50,47,48,45,50,798.192,2693.898,2693.898,2693.898,11.0206518,4.612983,0.0004222079,1.959105,99.774,14.3080521,2.276474,13.6339684,39,44.5789757
09/08/2015 16:16:48,11.5384579,22.3076935,10.76923,10.0000019,13.6538448,49,49,56,48,56,3791.42065,3691.64624,3691.64624,3691.64624,24.7747383,16.07653,0.000723784964,2.39156651,99.77422,14.3757782,2.28725052,13.6231918,39,44.5789757
09/08/2015 16:16:49,11.5384579,32.30769,8.4615345,20.7692261,18.2692356,48,49,51,57,57,3691.641,3691.641,3691.641,3791.415,31.1483879,21.8280277,0.000663469546,2.576976,99.77408,14.4271164,2.29541779,13.6150246,39,44.5789757
09/08/2015 16:16:50,15.3846149,19.23077,10.0000019,17.6923027,15.5769234,52,56,54,48,56,3691.6416,3691.6416,3691.6416,3691.6416,29.4798832,19.9795418,0.001025362,2.483668,99.77409,14.4110031,2.29285431,13.617588,39,44.5789757
09/08/2015 16:16:51,3.076923,18.4615364,10.76923,19.9999981,13.0769253,51,55,56,50,56,3691.643,3691.643,3691.643,3791.417,26.9950085,17.616745,0.0006031541,2.46587515,99.77413,14.4294891,2.29579544,13.6146469,39,44.5789757
09/08/2015 16:16:52,10.76923,26.9230785,12.3076916,10.0000019,14.9999981,49,50,50,45,51,1895.70728,2095.25537,2095.25537,2095.25537,25.0991745,16.0042725,0.000482523319,2.37841773,99.77406,14.3517151,2.28342056,13.6270218,39,44.5789757
09/08/2015 16:16:53,10.76923,27.6923065,10.0000019,5.384612,13.4615364,49,50,50,45,51,2793.675,2793.675,3392.31958,3392.31958,23.1889248,14.4638176,0.000663469546,2.43728566,99.7741,14.3424835,2.281952,13.62849,39,44.5789757
09/08/2015 16:16:54,14.6153812,23.84615,7.69230747,6.153846,13.07692,48,47,50,44,50,1396.83679,1396.83679,1496.61084,1496.61084,20.0774937,12.2391434,0.0004222079,2.22642279,99.7740555,14.3410873,2.28173065,13.6287117,39,44.5789757
09/08/2015 16:16:55,10.0000019,15.3846149,8.4615345,6.153846,10.0000019,49,49,49,45,50,798.1926,798.1926,798.1926,798.1926,11.62459,4.952559,0.000482523319,2.01019216,99.77408,14.3578949,2.28440475,13.6260376,39,44.5789757
09/08/2015 16:16:56,10.76923,10.0000019,4.615384,5.384612,7.69230747,47,47,48,44,49,3691.64429,3392.32178,3691.64429,3791.41846,8.598867,2.39174747,0.000482523319,1.90325284,99.77417,14.2581329,2.2685318,13.6419106,39,44.5789757
09/08/2015 16:16:57,6.153846,10.0000019,10.0000019,8.4615345,8.65385,48,47,49,44,49,1895.708,1396.8374,1396.8374,1396.8374,11.99933,5.164266,0.0006031541,2.0282867,99.7741,14.3227234,2.27880859,13.6316338,39,44.5789757
09/08/2015 16:16:58,6.153846,11.5384579,7.69230747,10.0000019,8.846151,48,47,48,43,48,798.1918,798.1918,798.1918,798.1918,13.3427343,6.47292948,0.000361892482,2.05922866,99.77397,14.3430023,2.28203583,13.6284065,39,44.5789757
09/08/2015 16:16:59,12.3076916,11.5384579,7.69230747,7.69230747,9.80769348,48,48,48,43,49,1197.29041,1197.29041,1895.70972,1895.70972,12.0621176,5.287249,0.000361892482,2.00548744,99.77419,14.3396988,2.2815094,13.628933,39,44.5789757
09/08/2015 16:17:00,11.5384579,10.76923,6.92307949,12.3076916,10.384613,48,49,49,44,51,2494.35181,2494.35181,3392.3186,3691.64087,10.5609875,4.00530529,0.0005428387,1.963689,99.77408,14.3352661,2.28080368,13.6296387,39,44.4844627
09/08/2015 16:17:01,12.3076916,10.76923,10.0000019,16.1658649,12.3106956,53,53,55,47,55,3691.645,3691.645,3691.645,3691.645,22.7020588,14.1240606,0.0006031541,2.29970622,99.7741852,14.43042,2.29594421,13.6144981,39,44.4844627
09/08/2015 16:17:02,17.6923027,22.284729,19.9999981,24.6153831,21.1481037,50,57,55,49,57,3691.604,3691.604,3691.604,3691.604,31.77808,22.5491581,0.0007841004,2.53716779,99.77308,14.5366364,2.31284332,13.597599,39,44.4844627
09/08/2015 16:17:03,26.9230728,23.0769215,10.0000019,6.92307949,16.7307682,56,52,51,46,56,3691.67944,3791.45459,3691.67944,3691.67944,29.7839317,20.3872738,0.0008444158,2.48499513,99.77512,14.5719986,2.31847,13.5919724,39,44.4844627
09/08/2015 16:17:04,27.6923065,10.0000019,10.0000019,20.7692261,17.1153851,56,53,52,50,56,3691.64233,3691.64233,3691.64233,3791.4165,30.0757389,20.7245579,0.000723784964,2.50055647,99.77412,14.4748077,2.30300522,13.6074371,39,44.4844627
09/08/2015 16:17:05,3.87018919,15.3846149,8.4615345,15.3846149,10.7752438,50,52,53,46,53,3691.64136,3691.64136,3691.64136,3691.64136,19.7162037,11.4518461,0.0005428387,2.307909,99.774086,14.5235519,2.3107605,13.5996819,39,44.4844627
09/08/2015 16:17:06,8.4615345,5.384612,1.53846145,2.30768919,4.42307568,47,46,49,43,50,798.192261,798.192261,798.192261,798.192261,6.521966,1.09816277,0.000361892482,1.83208072,99.77403,14.4623871,2.30102921,13.6094131,39,44.4844627
09/08/2015 16:17:07,11.515152,6.153846,14.6153812,19.9999981,13.0710964,47,47,48,43,50,798.1927,997.740845,997.740845,997.740845,16.1717682,9.220417,0.0004222079,2.12286139,99.774086,14.4115829,2.29294586,13.6174965,39,44.4844627
09/08/2015 16:17:08,20.7692261,15.3846149,12.3076916,14.6153812,15.7692318,53,51,54,46,54,3691.64526,3791.41943,3791.41943,3691.64526,21.28181,13.67839,0.000482523319,2.26894522,99.7742,14.5784073,2.31948853,13.5909538,39,44.4844627
09/08/2015 16:17:09,16.1538486,11.5384579,12.3076916,30.0000019,17.5000019,51,51,55,54,55,3691.64185,3691.64185,3791.41577,3691.64185,30.70887,21.54919,0.0005428387,2.50761342,99.7741,14.4093475,2.292591,13.6178513,39,44.4844627
09/08/2015 16:17:10,25.3846169,22.3076935,10.76923,11.5384579,17.5000019,57,53,52,45,57,3791.41455,3691.64038,3691.64038,3791.41455,30.0119247,20.6312485,0.0008444158,2.47643018,99.77407,14.4594116,2.30055618,13.6098862,39,44.4844627
09/08/2015 16:17:11,23.84615,15.3846149,20.7692261,13.0769253,18.26923,54,51,53,49,54,3691.64355,3691.64355,3691.64355,3691.64355,32.03635,22.7500687,0.003498294,2.49735975,99.7741547,14.4149323,2.29348,13.6169624,39,44.4844627
09/08/2015 16:17:12,19.23077,15.3846149,15.3846149,24.6153831,18.6538467,55,55,54,55,55,3691.64087,3691.64087,3691.64087,3691.64087,32.1616249,22.9174442,0.000482523319,2.513826,99.77408,14.600174,2.32295227,13.58749,39,44.4844627
09/08/2015 16:17:13,30.76923,28.46154,19.9999981,28.46154,26.9230728,50,52,59,58,59,3691.64233,3691.64233,3691.64233,3691.64233,37.4797554,28.2673016,0.0006031541,2.52407956,99.77412,14.5290375,2.311634,13.5988083,39,44.4844627
09/08/2015 16:17:14,16.899765,30.0000019,23.0769215,22.3076935,23.0710926,54,58,56,54,58,3691.64185,3691.64185,3691.64185,3691.64185,33.90607,24.92438,0.000482523319,2.598026,99.7741,14.6238327,2.32671738,13.583725,39,44.4844627
09/08/2015 16:17:15,31.5384636,12.3076916,24.6153831,12.3076916,20.1923065,53,50,51,47,54,3691.64185,3392.31958,3691.64185,3691.64185,23.3883877,15.0312042,0.0005428387,2.3150866,99.7741,14.4641113,2.30130386,13.6091385,39,44.4844627
